"","Number of wins","Base Hits by batters (1B,2B,3B,HR)","Doubles by batters (2B)","Triples by batters (3B)","Homeruns by batters (4B)","Walks by batters","Strikeouts by batters","Stolen bases","Caught stealing","Batters hit by pitch (get a free base)","Hits allowed","Homeruns allowed","Walks allowed","Strikeouts by pitchers","Errors","Double Plays"
"2024",108,1574,253,77,70,592,572,403,96.36,55.04,1889,84,710,686,526,125.29
"2025",93,1558,212,87,57,565,584,366,107.31,52.82,1856,68,673,696,562,115.85
"2026",101,1584,201,61,69,744,524,337,95.45,55.34,1887,82,886,624,555,127.75
"2027",60,1282,149,57,49,656,530,226,111.84,53.44,1385,53,708,572,489,123.7
"2028",70,1581,187,120,12,643,308,307,132.6,53.22,1940,15,789,378,488,123.55
"2029",48,1662,192,109,47,475,345,254,99.25,51.32,2055,58,587,427,470,116.97
"2030",50,1448,167,97,46,414,374,231,109.5,53.5,1804,57,516,466,430,116.98
"2031",36,1579,184,83,38,438,388,213,106.31,51.83,1953,47,542,480,464,126.65
"2032",42,1393,161,59,14,414,434,112,94.6,52.47,1504,15,447,469,419,129.77
"2033",90,1624,185,94,50,502,281,225,105.62,54.24,1742,54,539,301,428,109.21
"2034",75,1643,163,94,42,470,368,281,116.19,54.15,1901,49,544,426,383,84
"2035",88,1655,216,109,45,363,625,220,109.3,52.83,1915,52,420,723,353,125
"2036",68,1482,140,45,12,330,530,191,126.47,52.81,1792,15,399,641,390,129
"2037",51,1391,163,77,9,328,611.55,202,134.19,51.62,1645,11,388,701.31,380,131
"2038",79,1359,184,69,25,361,680.98,209,147.55,53.23,1430,26,380,730.46,323,87
"2039",61,1319,147,89,21,411,667.89,170,140.98,51.69,1388,22,432,718.54,288,87
"2040",56,1291,148,75,11,390,659.21,119,116.48,53.19,1394,12,421,721.54,294,99
"2041",55,1231,128,54,20,330,655.03,132,123.3,53.86,1303,21,349,739.86,371,111
"2042",52,1162,141,60,18,297,677.12,158,136.1,52.57,1222,19,312,746.31,367,72
"2043",58,1324,158,60,16,605,742.97,172,145.7,51.92,1411,17,645,818.79,342,96
"2044",67,1289,177,74,16,694,615,190,146.5,52.33,1365,17,735,651,272,115
"2045",82,1408,216,94,28,644,707,190,139.84,53.18,1531,30,700,769,285,115
"2046",67,1446,201,82,29,538,656,204,133.84,51.08,1531,31,570,695,288,120
"2047",55,1327,164,78,16,487,619,185,139.94,53.71,1433,17,526,669,237,122
"2048",86,1322,215,69,35,471,654,216,127.94,56.38,1400,37,499,692,253,115
"2049",76,1373,168,97,21,484,697,172,152,55.49,1454,22,512,738,249,115
"2050",64,1295,164,78,26,355,689,193,135.04,52.53,1371,28,376,730,289,131
"2051",87,1355,169,99,28,383,695,169,130.3,53.15,1444,30,408,741,236,163
"2052",64,1389,193,61,21,359,494,175,126.61,51.9,1642,25,425,584,257,132
"2053",79,1672,250,101,34,392,509,133,120,53.64,1759,36,412,535,269,143
"2054",92,1731,275,93,88,404,479,100,100,53.7,1833,93,428,507,232,138
"2055",89,1719,295,93,113,470,447,77,66,54.67,1808,119,494,470,251,128
"2056",84,1675,290,80,67,464,472,94,65,54.32,1774,71,491,500,244,149
"2057",68,1633,284,92,70,402,440,90,90,51.5,1718,74,423,463,201,170
"2058",82,1686,309,85,115,472,438,74,54,51.57,1785,122,500,464,216,165
"2059",97,1535,280,84,89,512,541,116,73.03,53.54,1625,94,542,573,226,180
"2060",100,1583,307,74,119,598,461,86,53.07,54.81,1665,125,629,485,160,141
"2061",83,1672,330,90,107,522,485,77,58.7,52.12,1782,114,556,517,185,159
"2062",97,1822,392,94,109,504,522,76,57.12,54.51,1917,115,530,549,193,185
"2063",106,1635,371,78,63,454,500,120,77.59,57.2,1720,66,478,526,168,178
"2064",76,1543,323,54,80,442,541,97,62.09,52.11,1623,84,465,569,177,163
"2065",87,1573,271,65,60,414,559,105,72.63,54.73,1666,64,438,592,169,126
"2066",101,1675,311,79,110,415,566,73,59.6,53.1,1774,116,439,599,176,149
"2067",101,1628,301,62,90,425,548,75,63.22,52.78,1713,95,447,576,171,140
"2068",92,1635,349,63,93,465,607,73,56.12,54.94,1720,98,489,639,162,141
"2069",85,1623,278,70,99,405,599,82,63.94,53.19,1707,104,426,630,173,134
"2070",76,1654,309,79,98,442,528,59,61.21,52.01,1774,105,474,566,213,156
"2071",97,1695,352,66,104,503,599,47,48,54.56,1795,110,533,634,187,148
"2072",89,1603,282,65,126,507,646,103,56.61,52.98,1697,133,537,684,184,142
"2073",103,1569,269,59,74,572,575,50,44.89,55.73,1661,78,606,609,181,155
"2074",112,1530,297,73,63,580,533,75,53.7,53.71,1609,66,610,561,178,144
"2075",110,1594,272,76,74,450,461,42,50.78,57.44,1677,78,473,485,159,193
"2076",102,1481,275,58,84,550,558,60,47.1,58.09,1538,87,571,579,128,173
"2077",94,1538,247,68,121,644,538,29,30.78,57.9,1618,127,677,566,134,178
"2078",89,1469,250,61,110,625,548,25,33.61,61.37,1545,116,657,576,124,145
"2079",101,1592,296,57,107,599,507,18,38.24,57.06,1675,113,630,533,149,157
"2080",83,1433,270,53,108,642,640,24,32.02,58.39,1517,114,680,678,138,182
"2081",85,1477,242,60,100,599,518,32,32,58.58,1554,105,630,545,131,197
"2082",93,1458,260,57,102,565,504,35,34,57.64,1534,107,594,530,148,167
"2083",87,1551,296,59,147,604,649,19,23,55.64,1632,155,635,683,145,169
"2084",76,1597,300,61,125,612,616,66,48,49.04,1680,131,644,648,154,187
"2085",72,1446,240,38,150,482,628,67,62,55.06,1521,158,507,661,154,160
"2086",80,1518,246,52,130,529,654,43,37,53.25,1597,137,556,688,141,181
"2087",92,1575,247,45,139,519,707,61,46,51.76,1657,146,546,744,138,177
"2088",76,1442,227,41,117,561,670,46,45,51.91,1517,123,590,705,160,171
"2089",75,1506,257,52,124,510,786,68,56,54.68,1584,130,536,827,154,166
"2090",90,1385,224,50,145,527,833,50,37,52.57,1457,153,554,876,148,160
"2091",84,1511,248,54,108,520,784,48,29,54.77,1589,114,547,825,175,174
"2092",84,1528,221,31,137,515,846,86,41,53.36,1528,137,515,846,132,170
"2093",93,1540,231,66,128,458,915,77,42,58.1,1540,128,458,915,147,136
"2094",93,1531,240,53,109,427,925,73,51,54.47,1531,109,427,925,172,147
"2095",80,1424,235,46,110,480,887,101,52,56.84,1433,111,483,893,131,153
"2096",83,1377,196,61,108,345,977,144,61,58.62,1377,108,345,977,145,166
"2097",102,1471,226,40,116,446,925,103,54,56.32,1480,117,449,931,141,128
"2098",97,1383,227,48,73,378,897,110,45,55.44,1383,73,378,897,140,135
"2099",87,1403,228,44,90,503,876,87,49,55.52,1403,90,503,876,138,144
"2100",76,1497,218,51,113,569,961,117,47,56.12,1497,113,569,961,150,159
"2101",90,1542,225,54,95,543,757,124,53,54.3,1542,95,543,757,142,155
"2102",78,1436,222,44,73,454,824,108,50,58.46,1491,76,471,856,145,152
"2103",81,1418,240,35,75,531,796,100,46,53.18,1418,75,531,796,158,149
"2104",87,1501,217,46,84,534,757,173,62,53.01,1510,85,537,762,148,193
"2105",82,1527,239,46,81,444,649,116,49,54.97,1527,81,444,649,171,140
"2106",72,1432,243,57,63,512,860,123,55,54.05,1432,63,512,860,174,163
"2107",83,1490,252,56,96,489,823,134,112,55.58,1490,96,489,823,139,174
"2108",69,1351,263,44,79,420,713,97,42,55.43,1351,79,420,713,136,155
"2109",86,1594,279,63,100,460,838,116,69,54.05,1594,100,460,838,132,166
"2110",94,1487,251,71,79,602,786,140,71,60.31,2362,125,956,1248,130,172
"2111",92,1439,239,52,67,569,805,200,91,53.72,1439,67,569,805,124,169
"2112",79,1496,262,63,83,543,879,207,89,54.69,1496,83,543,879,152,173
"2113",84,1369,225,44,75,516,924,220,71,56.59,1369,75,516,924,118,184
"2114",101,1446,245,59,87,586,853,314,96,53.45,1446,87,586,853,108,166
"2115",79,1278,217,48,58,572,911,264,78,53.6,1286,58,576,917,124,179
"2116",95,1449,252,49,94,644,933,248,72,57.73,1449,94,644,933,116,172
"2117",76,1373,207,33,71,484,827,234,64,54.97,1373,71,484,827,121,131
"2118",86,1418,263,47,73,507,848,155,54,56.91,1418,73,507,848,111,134
"2119",70,1398,255,41,73,517,844,221,74,54.42,1398,73,517,844,129,114
"2120",84,1366,239,53,68,532,857,202,110,55.57,1366,68,532,857,105,133
"2121",83,1464,262,44,94,495,996,208,118,61.89,1464,94,495,996,91,146
"2122",87,1508,262,34,118,588,882,153,72,53.77,1508,118,588,882,159,157
"2123",75,1458,303,38,153,617,975,108,65,63.35,2072,217,877,1386,114,169
"2124",70,1339,270,27,121,494,1042,89,52,58.02,1517,137,560,1180,128,177
"2125",88,1468,281,31,142,495,1089,149,58,59.7,1468,142,495,1089,125,139
"2126",73,1409,269,39,144,543,1191,164,60,61.16,1409,144,543,1191,123,156
"2127",83,1444,292,30,223,676,1179,133,41,57.43,1444,223,676,1179,142,160
"2128",75,1470,276,27,195,617,1209,135,48,66.59,1479,196,621,1217,133,162
"2129",95,1481,259,25,235,675,1253,87,51,84,1481,235,675,1253,111,148
"2130",93,1469,274,32,199,529,1089,91,35,65,1469,199,529,1089,110,156
"2131",97,1475,285,26,175,542,927,86,42,67,1475,175,542,927,103,168
"2132",85,1580,342,32,196,580,952,82,32,73,1580,196,580,952,77,138
"2133",105,1544,319,24,214,548,1085,111,47,51,1544,214,548,1085,97,154
"2134",100,1494,287,26,170,534,947,83,36,62,1494,170,534,947,100,196
"2135",84,1493,294,27,185,534,928,59,32,61,1502,186,537,934,99,171
"2136",41,992,263,20,0,142,952,276.53,107.7,63.02,20088,0,2876,19278,952,104.06
"2137",51,1370,141,44,12,65,551,246.41,114.13,55.97,3171,28,150,1275,921,86
"2138",70,1477,193,75,18,583,615,372,157.57,52.45,1884,23,744,784,499,105.36
"2139",63,1450,267,43,111,473,1107,120,73,60.24,1450,111,473,1107,94,178
"2140",69,1531,272,29,145,544,1042,73,49,56.73,1531,145,544,1042,135,198
"2141",69,1423,255,22,163,562,1028,91,46,48,1432,164,565,1034,119,172
"2142",62,1426,311,21,121,456,1116,115,52,54,1426,121,456,1116,139,144
"2143",55,1427,299,35,134,459,1122,103,45,58,1436,135,462,1129,127,169
"2144",63,1501,298,38,137,420,1030,142,42,56,1501,137,420,1030,103,158
"2145",70,1425,280,46,146,472,950,133,42,55,1434,147,475,956,120,140
"2146",67,1519,289,40,157,412,990,151,49,69,1519,157,412,990,124,139
"2147",61,1395,267,33,190,441,1106,134,52,47,1395,190,441,1106,116,156
"2148",61,1315,218,44,120,561,923,82,47,49.39,1323,121,564,929,157,172
"2149",60,1379,207,38,133,469,794,100,53,52.95,1388,134,472,799,140,161
"2150",56,1237,190,35,138,497,963,68,28,56.26,1237,138,497,963,182,165
"2151",62,1246,199,28,125,514,1124,47,30,60.34,1246,125,514,1124,127,145
"2152",70,1227,179,33,136,570,1125,30,19,55.87,1227,136,570,1125,143,148
"2153",72,1268,188,41,128,458,1089,54,38,57.58,1292,130,467,1110,145,142
"2154",76,1219,169,25,116,475,1043,53,37,58.43,1227,117,478,1049,145,168
"2155",65,1216,161,37,125,457,966,29,19,58.36,1224,126,460,972,149,145
"2156",86,1365,171,40,148,630,900,52,40,49.67,1365,148,630,900,140,159
"2157",70,1302,184,28,138,635,989,72,42,52.14,1302,138,635,989,116,173
"2158",64,1242,193,31,88,586,974,69,46,53.73,1265,90,597,992,144,173
"2159",57,1397,195,29,110,503,791,91,53,54.82,1397,110,503,791,161,164
"2160",85,1501,200,39,100,514,719,114,81,55.53,1520,101,520,728,165,166
"2161",79,1431,208,17,134,613,863,102,62,53.11,1431,134,613,863,191,173
"2162",76,1390,213,26,80,568,809,87,45,54.35,1390,80,568,809,156,142
"2163",94,1497,265,39,135,596,904,154,85,55.82,1497,135,596,904,117,156
"2164",87,1353,216,36,132,624,779,196,91,51.92,1353,132,624,779,153,140
"2165",83,1549,252,26,140,461,607,79,51,59.41,1549,140,461,607,130,151
"2166",88,1493,275,23,76,455,611,71,63,61.6,2303,117,702,943,106,157
"2167",64,1354,204,26,115,447,750,63,45,53.57,1354,115,447,750,121,169
"2168",77,1429,242,33,106,442,767,119,60,53.43,1429,106,442,767,113,151
"2169",62,1367,214,41,130,533,824,131,76,50.84,1375,131,536,829,120,146
"2170",87,1479,248,43,184,511,1088,103,85,57.6,1479,184,511,1088,120,160
"2171",75,1478,264,35,194,567,1081,120,71,55.37,1478,194,567,1081,148,148
"2172",70,1387,228,39,113,545,1028,131,57,55.42,1396,114,548,1034,130,146
"2173",83,1433,260,46,122,503,989,101,49,59.65,1433,122,503,989,136,137
"2174",83,1416,257,27,110,575,1054,115,48,54.73,1416,110,575,1054,133,161
"2175",85,1539,288,31,177,596,1039,102,50,55.64,1539,177,596,1039,134,138
"2176",77,1387,266,23,159,550,1036,81,44,59.4,1387,159,550,1036,153,153
"2177",74,1583,281,38,176,621,1037,117,50,66.81,2250,250,882,1474,149,151
"2178",83,1467,278,27,155,592,987,101,53,56.46,1650,174,666,1110,110,176
"2179",90,1622,323,32,221,660,1041,83,26,58.49,1622,221,660,1041,87,150
"2180",77,1547,311,27,187,500,1116,72,37,60.78,1547,187,500,1116,122,155
"2181",88,1637,314,32,201,595,1045,82,47,61.17,1637,201,595,1045,122,140
"2182",95,1653,304,29,230,611,937,111,54,55.3,1653,230,611,937,119,167
"2183",71,1601,330,35,173,580,922,69,47,39,1601,173,580,922,135,162
"2184",73,1566,326,23,246,548,1093,97,32,75,1566,246,548,1093,114,167
"2185",72,1510,304,27,230,554,1055,62,34,62,1510,230,554,1055,99,152
"2186",71,1506,274,36,239,488,1052,65,25,75,1506,239,488,1052,94,168
"2187",89,1492,323,34,227,500,1099,69,36,61,1492,227,500,1099,117,152
"2188",79,1528,311,29,260,495,1112,67,15,48,1528,260,495,1112,108,149
"2189",80,1571,357,23,183,505,1061,53,24,40,1571,183,505,1061,98,174
"2190",83,1414,187,133,29,596,685,517,150.88,52.47,1735,36,731,841,514,108.56
"2191",72,1338,238,75,12,245,843,297.61,144.37,58.44,2084,19,382,1313,731,109.84
"2192",54,1375,231,41,101,502,824,65,55,53.11,1384,102,505,829,164,134
"2193",53,1362,253,34,95,448,663,75,56,51.92,1362,95,448,663,158,187
"2194",67,1398,249,53,126,448,813,67,72,47.99,1398,126,448,813,133,206
"2195",57,1218,209,35,93,434,850,101,87,55.69,1861,142,663,1299,160,156
"2196",78,1447,262,45,106,415,749,118,81,55.66,1447,106,415,749,136,146
"2197",89,1546,268,58,167,510,810,131,72,57.04,1546,167,510,810,115,148
"2198",89,1555,275,68,143,460,816,193,67,56.99,1555,143,460,816,123,166
"2199",100,1491,283,53,159,506,812,145,77,56.9,1500,160,509,817,126,165
"2200",86,1540,285,35,181,496,848,110,59,56.31,1540,181,496,848,100,150
"2201",96,1514,277,38,215,555,970,126,50,57.75,1514,215,555,970,111,148
"2202",87,1491,271,47,158,521,935,107,36,61.63,1491,158,521,935,110,170
"2203",89,1449,265,40,142,521,923,144,58,54.7,1449,142,521,923,126,164
"2204",86,1479,263,50,167,526,970,111,52,58.93,1479,167,526,970,86,144
"2205",91,1412,295,45,133,499,1043,148,53,59.86,1412,133,499,1043,127,115
"2206",96,1458,265,40,163,561,933,129,39,56.01,1458,163,561,933,93,109
"2207",95,1556,317,42,159,588,861,170,49,55.07,1556,159,588,861,107,144
"2208",77,1499,296,42,162,545,973,111,37,66.11,2112,228,768,1371,113,148
"2209",63,1473,309,30,158,554,1019,84,18,58.32,1657,178,623,1146,109,147
"2210",74,1451,302,35,177,529,1105,116,38,57.74,1451,177,529,1105,110,187
"2211",76,1333,275,41,147,487,1138,134,50,58.69,1333,147,487,1138,97,150
"2212",88,1482,316,19,221,564,1132,184,81,62.43,1482,221,564,1132,125,131
"2213",84,1580,337,14,212,578,1077,119,48,63.93,1580,212,578,1077,106,164
"2214",83,1562,328,21,244,526,1026,89,34,60,1562,244,526,1026,100,176
"2215",86,1580,357,33,190,546,1081,37,25,90,1580,190,546,1081,117,161
"2216",67,1447,292,34,146,516,1090,58,31,71,1456,147,519,1097,92,151
"2217",80,1480,307,39,136,486,955,72,35,89,1480,136,486,955,95,154
"2218",87,1591,348,27,199,514,906,65,33,63,1591,199,514,906,99,157
"2219",75,2222,295,197,35,284,110,359,92.15,52.91,12856,203,1643,636,1146,106.7
"2220",97,2132,363,71,32,45,91,58,45,52.29,13815,207,292,590,933,110.7
"2221",80,1474,223,72,10,234,507,296.17,135.16,55.05,2877,20,457,990,714,113
"2222",75,1454,239,60,10,270,463,313.1,129.94,54.67,2804,19,521,893,600,135
"2223",68,1458,226,115,23,213,582,300.77,119.99,54.9,2846,45,416,1136,843,137
"2224",53,1420,176,101,23,562,582,263,151.33,52.59,1704,28,674,698,707,102.81
"2225",62,1336,160,84,40,568,593,296,134.87,51.92,1433,43,609,636,587,111.54
"2226",50,1582,226,104,29,658,298,193,103.12,52.45,1987,36,826,374,624,127.65
"2227",55,1616,268,145,72,757,460,306,85.8,54.59,1983,88,929,565,612,130.23
"2228",54,1663,262,128,70,656,501,300,90.62,54.4,2105,89,830,634,562,126.17
"2229",75,1689,238,95,44,459,427,255,106.4,54.27,2073,54,563,524,453,121.38
"2230",54,1517,189,85,38,394,411,210,110.47,52.59,1617,41,420,438,471,131.93
"2231",58,1523,173,93,50,373,363,188,99.56,52.56,1623,53,398,387,430,117.51
"2232",33,1695,187,104,12,79,137,21,21,53.22,7041,50,328,569,997,104.11
"2233",12,1009,112,75,0,12,0,54.3,43.52,52.28,12574,0,150,0,847,90.58
"2234",68,1347,174,38,6,171,807,267.6,126.48,55.92,1948,9,247,1167,796,108.39
"2235",38,1156,182,69,31,358,786,193,125.21,55.23,1561,42,483,1061,618,115.91
"2236",61,1380,198,84,62,357,450,444,111.05,53.52,1832,82,474,598,623,117.97
"2237",58,1141,118,59,36,297,603,400,131.18,52.05,1379,44,359,729,573,96.62
"2238",54,1444,197,74,33,609,596,303,120.81,53.01,1887,43,796,779,678,108.38
"2239",29,1122,69,64,0,29,0,46.07,36.6,51.64,6492,0,168,0,1522,87.69
"2240",78,1364,252,101,16,158,543,285.33,124.28,56.02,2662,31,308,1060,693,96
"2241",63,1543,225,61,14,239,334,288.32,121.91,53.88,3048,28,472,660,697,99
"2242",35,1329,210,110,31,218,584,298.11,114.13,54.68,2563,60,420,1126,905,127
"2243",52,1300,202,33,125,529,962,52,52,53.14,1300,125,529,962,184,179
"2244",73,1284,211,35,136,659,972,65,45,48.7,1284,136,659,972,141,193
"2245",71,1320,198,29,89,546,805,51,43,53.04,1328,90,549,810,151,165
"2246",79,1363,202,29,87,656,817,125,49,53.04,1371,88,660,822,154,158
"2247",75,1346,216,31,98,579,954,108,58,55.15,1346,98,579,954,180,179
"2248",55,1275,224,32,94,433,841,86,44,54.02,1275,94,433,841,147,179
"2249",75,1474,294,50,138,478,877,88,50,54.65,1474,138,478,877,129,128
"2250",76,1404,269,31,121,396,881,80,42,55.46,1404,121,396,881,134,150
"2251",96,1463,276,43,145,437,901,123,57,48.38,1481,147,442,912,133,125
"2252",90,1407,250,61,114,547,865,237,82,54.84,1407,114,547,865,144,126
"2253",90,1325,219,42,122,552,747,207,60,56.91,1988,183,828,1121,122,132
"2254",86,1454,270,38,133,503,816,156,56,57.38,1454,133,503,816,122,117
"2255",82,1482,297,41,102,509,733,138,44,58.4,1482,102,509,733,116,130
"2256",78,1375,244,36,97,473,787,132,38,56.23,1384,98,476,792,133,148
"2257",85,1350,244,49,119,495,885,170,77,57.67,1358,120,498,890,122,153
"2258",78,1410,257,50,111,540,1022,194,96,57.68,1419,112,543,1028,134,133
"2259",91,1467,310,39,120,501,918,166,74,55.72,1467,120,501,918,147,122
"2260",81,1400,260,48,107,454,1053,189,89,58.91,1400,107,454,1053,142,145
"2261",81,1353,267,30,100,572,958,160,70,57.64,1353,100,572,958,136,126
"2262",85,1363,227,43,114,576,1024,235,99,57.2,1363,114,576,1024,110,134
"2263",71,1337,237,42,96,487,1063,222,101,58.95,1345,97,490,1070,132,129
"2264",105,1579,350,43,153,539,951,195,51,64.7,2244,217,766,1351,134,128
"2265",74,1427,298,27,133,450,1014,135,55,60,1605,150,506,1141,123,134
"2266",88,1441,297,27,148,492,1077,108,34,60.2,1441,148,492,1077,126,121
"2267",65,1348,280,32,147,439,1058,91,46,52.05,1348,147,439,1058,155,127
"2268",68,1473,320,47,163,438,939,70,51,50.41,1473,163,438,939,160,126
"2269",67,1475,310,35,178,476,1048,58,48,29,1475,178,476,1048,132,151
"2270",68,1361,320,28,131,478,1071,101,51,60,1361,131,478,1071,108,139
"2271",83,1432,300,36,162,575,1104,118,64,46,1432,162,575,1104,139,160
"2272",83,1404,294,25,144,522,990,100,39,45,1404,144,522,990,102,152
"2273",67,1361,276,27,151,496,925,109,38,35,1361,151,496,925,99,171
"2274",81,1367,311,32,117,491,1090,45,45,89,1367,117,491,1090,92,156
"2275",71,1437,322,22,164,594,1156,123,62,69,1437,164,594,1156,131,123
"2276",31,1116,157,62,15,262,969,306.52,122.9,58.53,2870,39,674,2492,1026,102.68
