"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","STARS"
4,15.7,0.34,0.86,1.4,0.174,-4,99,0.9903,2.98,-0.52,10.6,1,1
2,6.1,0.87,1.74,9,0.169,28.5,259,0.95625,2.08,0.5,13.7,-1,1
4,19.5,1.29,1.78,8.5,-0.323,64,-163,0.9959,2.89,0.39,8.8,0,3
7,9.2,0.57,0.36,20,-0.537,9,150,0.98667,3.98,0.69,11,1,3
4,2.6,1.07,1.65,19.4,-0.535,52,402,1.00714,2.99,0.73,11.9,1,2
4,5.7,-0.9,0.22,45.15,0.562,39,110,0.99855,3.24,1.31,9,0,2.32
0,-3,1.09,0.36,2.1,0.061,-65,-440,0.97144,4.25,-0.31,11.4,-1,1.31
5,1.9,0.18,0.79,14.3,0.041,60.28,27,0.95362,3.19,-0.02,9.9,1,2
1,7.3,1.65,-0.51,3.6,-0.526,28,79,0.99881,2.55,-0.67,15.4,-2,1.33
7,-5.2,-0.4,-0.97,13.2,0.064,-249,237,0.99018,3.25,-0.79,13,2,4
0,14.5,0.07,-0.91,8.7,0.126,-158,127.38,0.99711,2.82,0.57,9.4,-2,1.26
5,-1.1,-0.85,1.38,5.25,-0.0669,44,145,0.99184,3.22,0.96,14.2,1,3
3,6.7,0.24,-0.41,28.8,0.417,42,-23,0.99473,3.91,0.52,5.3,-1,2
4,8.6,0.52,1.69,-1.3,0.24,33,237,0.9975,3.26,0.435,9.3,0,3
0,8.6,0.34,0.23,64.8,-0.312,5,12,0.98346,3.96,-0.5,9.2,2,1.3
4,6.7,0.71,-1.26,70.3,0.07,-197,179,0.99666,3.37,0.38,8.9,0,3
6,6,0.18,-0.2,1.4,0.036,14,220,1.01807,3.34,0.6,9.8,0,3
5,11,0.5,0.26,1.6,0.029,32,81.21,0.99974,3.27,0.78,11.489,-1,2
4,5.6,0.15,0.26,5.55,0.051,24,134.025,0.95839,4.45,3.12,7.4,0,2
4,7.7,-0.74,1.66,14.3,0.436,506,213,0.9991,3.7,-2.86,9.2,1,1
2,7.8,-0.01,3.05,37.35,0.035,-47,-99,0.9962,3.09,0.96,0.1,-1,1.58
0,5.8,1.07,1.73,23.6,0.037,-143,75,1.06381,2.15,0.34,17,-1,1.53
5,-2.1,0.21,0.36,65.35,0.02,-232,86,0.99146,2.69,2.39,13.4,0,4
4,13.4,0.185,0.19,-50.2,-0.171,179,169,0.99438,3.26,0.35,9.5,0,1
6,13.2,-2.49,-0.01,1.4,0.074,-220,203,0.99067,0.72,-0.33,13.1,1,3
2,8.1,2.53,0.27,6.443,0.041,-203,-80,0.99535,3.17,0.43,10.5466666666667,-1,3
3,7.7,0.49,0.26,-37.5,0.062,-208,31,1.00003,3.99,0.64,5.1,0,1
3,-3.4,0.48,0.28,68.3,0.147,57,169,0.99642,3.24,2.46,9.3,0,2
3,8.6,0.485,0.29,2.1,0.026,19,439,0.9918,3.01,1.38,12.4,0,2
4,17.7,0.26,0.3,7.8,-0.183,-173,153.185,0.9954,4.05,0.58,4.7,0,3
0,11.6,-0.935,1.36,1.4,0.091,-16.04,28,0.99704,3.55,0.37,5.9333333333,1,1.35
1,6.5,0.32,-0.38,8,-0.516,18,88,1.004,3.5444,0.79,0.8,-1,1
5,2.9,2.37,0.9,-8,0.029,64,93,0.94915,2.64,0.59,10.7,0,3
4,0.8,0.55,0.31,5.2,-0.536,29,-264,1.01454,3.9,-1.22,4.4,-1,2
0,8.9,2.08,0.49,38.7,0.534,23,110,1.08627,3.12,0.26,9.3,1,1.39
4,17.1,0.23,0.41,47.6,0.03,30,114,0.97244,3.2553,0.5,11,0,2
4,7.8,0.29,1.09,56.4,0.056,154,-27,0.98988,3.75,0.3884,3.4,0,3
4,9.8,0.22,0.47,30.7,0.044,53.265,-101,0.998,2.87,0.68,14.7,0,2.1
5,17.7,1.24,-1.26,-16.5,-0.024,59,-26,0.99192,4.24,1.97,6.1,-1,1
4,6.7,0.48,0.32,-20.1,-0.221,301,54,0.98481,2.89,0.35,17.5,0,2
5,7.4,0.52,-0.45,14,0.386,291,156,0.97786,3.72,0.38,11.8,0,4
0,6.4,1.12,0.49,-43.2,0.253,37,161,1.00542,3.38,0.53,9.7,0,1.28
3,9.8,0.43,0.34,8.3,0.037,33,216,1.02884,3.31,0.64,15.1,0,1.86
2,18.6,0.67,1.69,36.1,-0.666,513,733,0.99502,4.12,1.01,12.5,0,2
3,-1.2,0.18,0.3,1.4,0.292,-124,331,0.99136,3.11,-0.23,11.433333333,-1,1.6
0,11.7,0.41,0.31,-54.4,0.08144,107,-235,0.99824,3.38,1.22,10.1,2,1.22
4,7.8,0.28,0.22,40.2,0.582,171,116.425,1.01159,4.26,0.48,9.5,1,2
2,8.8,2.09,0.21,51.4,-0.969,33,207,0.99823,3.19,1.75,15.9,-1,1.42
2,26.1,0.65,-0.3,21.4,-0.28,105,86,0.95533,3.73,0.38,8.1,-1,1
4,-1.3,-0.12,0.26,1.1,0.07961,20,248,0.99432,3.21,0.59,12.3,0,1
5,7.4,0.2,0.29,-48.5,0.047,36,291,1.01391,3.84,0.45,10.4,1,2
4,7.4,1.62,0.37,41.4,0.06,190,134.42,1.0474,3,0.5667,15.4,1,2
3,6.4,1.74,0.57,1,0.114,107,122,0.94369,1.76,-0.17,6.6,0,2
3,6.6,0.56,0.22,8.9,0.467,27,133,1.04555,4.32,0.51,11.4,0,2
4,7.3,0.28,-0.64,9.4,0.057,74,-146,1.00778,3.56,1.04,5.3,0,3
3,-1.6,0.2,-0.45,1.4,0.047,-482,805,1.02628,3.38,0.35,10.1,-1,2
0,7,1.175,-0.52,123.4,0.637,40,63,1.01174,4.77,-0.9,6.1,-1,1.34
2,2.7,0.33,1.32,134.9,0.527,16,119,0.99416,3.15,0.41,9.2,-1,1
0,-0.5,0.145,0,2,-0.131,9,22,0.99619,2.43,0.68,10.9,0,1.22
0,8.4,0.19,0.98,1.6,0.047,9,101,0.994,3.11,1.84,7.1,0,1.17
0,8.7,-0.12,0.19,-56.05,-0.352,6,334,0.9672,4.13,-0.93,7.3,-1,1.34
1,-10.9,0.21,0.28,7,-0.043,-27,135,0.9727,1.96,0.57,9.9,-2,1.31
4,6.3,-0.51,0.36,3.7885,-0.528,61,360,0.99396,3.27,0.36,13.5,-1,2
3,5.7,0.23,1.89,61.8,0.038,192,-203,0.99413,3.04,0.6,5.2,-1,2
6,-1.6,0.26,0.39,9.301,0.454,45,338,1.02444,4.07,0.58,7.5,0,3
5,7.6,-0.29,-0.39,8.216,-0.018,53,393.5,1.00254,3.312,-0.99,7.6,-1,2
4,5.5,0.55,-0.51,14.2,0.354,49,192,0.9979,2.98,0.48,3,-1,2
5,5.2,-0.66,1.09,8.8,0.036,218,-277,0.9894,2.13,0.88,14.4,-1,3
5,11,0.23,-0.11,62.4,-0.118,-97,154,0.94885,4.31,0.36,9.5,1,2
2,8.7,1.67,0.73,0.85,0.044,27,49,0.97898,3.34,1.08,8.7,-1,1
0,6,0.88,0.47,3.6,0.055,18,75,0.93405,2.19,0.66,8.4,-1,1.33
4,-2,0.29,0.53,18.15,0.047,203,182,0.9992,3.22,-0.87,9.6,1,1
0,12.3,0.39,0.97,2.3,0.091,6,18,0.98537,3.16,1.73,7.9,1,1.12
0,7.2,0.39,0.32,1.8,0.065,269,60,0.89604,3.26,1.22,9.9,-1,1.36
1,-1.3,-0.94,0.69,3.1,0.041,58,160,0.9602,3.94,1.49,8.6,-2,1
4,6.9,0.22,0.49,5.8,0.041,20,-57,0.96488,3.17,0.55,5.4,0,1.97
0,4.7,1.32,0.2,127.1,0.314,85.28,235,1.0445,3.14,0.61,7.8,0,1.33
0,15.9,0.24,0.56,4.3,0.044,49,351,0.97323,2.61,0.44,13.3,-1,1.22
3,6.6,-0.2,0.27,1.5,0.08685,20,-170,1.01228,3.22,0.46,9.2,-1,1
3,-0.1,0.28,0.65,-11.1,-0.52,38,140,0.96112,3.3,-0.48,5.2,-1,1
0,8.9,-0.95,0.32,5.6,0.551,208,-218,0.9991,3.38,0.77,14,-1,1.4
4,0.7,-0.04,0.15,-12.2,-0.201,25,78,1.0346,3.29,0.38,4.9,0,2
0,5.4,1.77,0.3,1.9,0.033,-148,-232,0.98912,3.29,0.42,9.4,0,1.22
6,6.6,0.23,-1.61,-14.5,0.378,195,154,0.93971,2.07,0.5665,9.2,0,4
2,9.7,-0.19,2.07,18.4,-0.1,44,395,0.998,3.91,0.44,9,-1,1
3,6.9,-0.47,1.55,9.649,-0.207,29,165,0.99594,2.52,0.43,9.4,0,1
0,-0.6,-0.18,-0.39,-16.6,-0.381,-265,171,0.9972,3.86,0.68,11.3,0,1.26
3,6.1,0.28,0.24,19.95,0.074,-16,-141,0.99922,3.19,0.44,9.3,-1,2
5,0.5,0.57,0.49,-23.2,-0.146,137,459,1.02305,3.48,-0.25,10.8,1,2
0,0.3,0.23,0.35,-22.1,-0.462,-48,257,0.9912,3.91,0.48,10.8,-1,1.25
2,5.7,0.22,-0.65,49.55,0.044,-152,110,1.0178,3.24,0.04,9,-2,2
4,9.9,0.035,0.48,2.2,0.115,157,104,0.94791,3.24,1.83,5.5,0,3
4,-5.4,-0.84,0.21,7.1,0.04,-455,-213,0.90384,4.15,0.58,12.6,0,2
3,-4,-1,0.01,88.6,0.046,37.655,64,0.99093,4.28,1.57,11.3,0,2
2,20.1,-1.17,0.28,-48.4,0.032,0,-195,0.95678,2.77,0.87,4.9,-1,1.54
0,1.5,0.585,0.2,64.9,0.417,9,312,1.01688,3.2,0.51,8.8,0,1.32
5,12.9,-0.64,0.17,17.75,-0.141,63,106,0.99916,3.13,0.48,8.8,1,1
0,18.8,1.39,0.23,1.9,-0.38,31,472,0.9892,2.68,0.36,12.5,0,1.33
5,8,-1.15,1.38,-42.1,-0.259,246,124,0.997,3.2,-0.41,4.7,-2,2
4,5.5,-0.83,0.3,7.8,0.049,-115,468,1.03094,4.04,0.58,13.4,0,2.36
5,7.9,-0.99,0.37,26.35,0.143,27,-234,0.992,3.16,-0.44,5.9,0,2
4,7.3,1.7,-0.8,7.35,0.025,51,122.62,0.98562,4.17,1.15,18.2,0,3
3,14.4,1.32,-1.21,-10.1,-0.216,-141,155,1.0226,3.01,0.5815,10.7495,0,3
3,12.9,0.64,1.05,-6.8,0.045,408,-217,1,2.61,0.6019,4.5,-1,1
4,-2,0.21,1.51,2.2,-0.349,-135,-274,0.9862,3.2,0.57,10,-1,3
0,10.3,0.32,0.68,60.7,0.543,-243,-823,0.9976,3.23,-0.63,12.6,1,1.2
5,6,1.56,0.64,-22.9,0.35,25,-126,1.01029,3.17,-1.32,12.1,0,2
2,6.1,-0.65,0.69,16.7,0.039,389,220.17,0.99985,3.58,0.45,4.4,-1,1.6
3,-2.5,2.72,0.25,71.4,0.048,229,466,1.09023,2.28,-0.7,9.7,0,1
0,8.6,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,-1,1
2,6.4,0.35,0.51,7.8,-0.195,59.2,419,1.00441,3.12,0.45,6.9,-1,1
2,7,-0.52,0.42,-28.2,0.062,151,125,0.94587,3.04,2.01,9.2,-1,1.68
4,0.8,0.3,0.49,-2,-0.084,36,158,0.9945,2,0.45,14,0,4
0,7,0.19,-1.4,43.2,0.123,10,104,1.0215,0.54,0.54,9.4,1,1.39
0,6.9,1.37,1.12,12.2,0.04,-138,-287,1.04444,3.09,2.32,8.7,-1,1.32
0,10,0.3,0.29,-18.3,0.025,37,-401,1.01499,3.8,2.07,9.9,1,1
3,7.2,0.37,-0.77,6.667,0.032,-119,214,0.9963,2.63,0.26,9.8,-1,1.61
5,1.2,-0.18,1.75,3.6,0.563,45,-183,0.993,4.2,0.55,6.7,0,2
7,7,0.36,0.32,11.776,0.036,44,92,0.93862,3.2,0.75,13.3,2,4
4,-0.4,0.37,-1.55,1.8,0.755,-29,89,1.0307,3.43,1.29,14.25,0,2
0,16.2,-1.11,3.38,1.9,0.064,250,-183,0.99604,4.29,0.87,13.1,-1,1.42
4,6.8,0.27,0.3,57.3,0.909,69,180.81,0.97944,3.16,1.68,9.6,0,1
3,19.2,0.04,0.03,-0.5,0.248,89,99,0.96797,3.35,0.83,12.6,0,1
6,10.4,0.85,0.44,33.8,-0.378,45,68,0.98124,3.34,-0.75,10,2,3
6,7.9,-0.77,0.46,3.6,-0.173,15,184,1.02754,3.35,-0.2,12.8,0,2
2,-1.6,-1.62,0.47,67.25,-0.398,45.535,156,1.01087,3.19,0.41,4.3,-1,1
4,5.8,-0.97,0.37,9.4,0.036,31,-1,0.98942,3.16,0.48,11.12643333334,0,2
0,9,0.19,0.34,-72.6,0.029,21,527,1.0835,2.58,0.5,17.5,1,1.54
0,15.4,0.695,0.13,2,-0.017,12,20,0.98851,3.38,0.54,10.1,0,1.17
0,0.4,0.34,0.3,8.4,0.051,53.46,167,1.02188,3.48,-0.64,9.492,1,1.22
0,0.4,-0.45,0.29,16.85,-0.082,40.68,277,1.01405,2.9,0.38,14.8,-1,1.26
3,7.2,0.24,0.27,11.4,0.034,40,-67,0.99773,4.18,0.44,5,0,1
3,6.2,-0.1,-0.43,8.9,0.527,-47,-259,1.02469,5.25,0.5,3.8,0,3
0,5.2,1.68,0.3,-40.2,0.636,30,-62,0.9976,2.16,1.84,10.30683333333,0,1
4,6.5,0.29,0.31,-14.1,0.226,-177,-157,0.9662,3.27,0.7297,4.9,-1,3
3,-2.5,-0.98,0.32,14.5,-0.185,6,462,0.99412,3.14,1.09,18.6,0,1
4,-1.2,0.25,0.28,-51.8,-0.404,-239,108,0.99486,4.3,0.42,10.5,0,2.01
1,7.5,0.27,3.86,-23.428,0.103,51,159,0.96894,4.32,0.44,6.2,-2,1.28
0,-5.7,0.19,0.27,55,0.04,275,103,0.99026,3.49,-0.45,5.9,-1,1.36
3,7.8,0.26,0.34,2.2,0.05,29,131,0.9929,1.91,0.6,9.8,-1,2
4,8.1,0.33,0.36,22.3,-0.505,-187,156,0.99592,3.49,-0.46,10.6,0,3
6,4.8,-0.1,0.27,107.3,0.04,50.44,-102,0.9792,4.68,-0.77,10.3,2,3
5,5.6,-1.12,0.12,-7.7,0.046,-70,198,0.99305,3.03,0.71,10.3,2,3
6,-1.7,0.18,1.85,3.331,0.445,25.5,-20,1.01939,3.49,0.2824,10.8,1,1
3,6.9,-0.48,-0.78,1.6,-0.00213999999999999,27,392,0.99438,3.33,2.05,7.6,0,1
1,10.6,0.28,0.3,-29.9,1.148,-23,91,0.99022,2.07,0.33,12.1,-2,1.26
4,15.1,1.12,-1.42,5.95,0.081,24.62,256,0.96311,4.4,-0.43,12.1,1,1
3,12.6,0.21,-0.03,-61.6,0.075,25,105,0.98179,3.2,0.46,8.6,0,3
3,7.1,0.32,0.72,13.1,0.05,108,518,0.998,1.34,0.49,8.8,0,1
4,16.3,0.29,-1.07,-34.4,0.546,72,160,0.99721,4.43,2.24,10.3,0,3
0,6.5,0.37,0.2,58.1,-0.11,18,-629,0.998,3.34,0.79,8.1,0,1.41
3,5.7,0.26,0.24,17.8,0.059,-415,-213,0.99773,3.3,0.5,6.2,0,2
5,13.7,0.23,-0.57,-3.118,-1.064,35,169,0.99975,3.12,1.99,5.1,0,3
0,1.7,0.24,1.2,38.4,-0.232,6,861,1.04353,3.95,0.37,12.8,0,1.54
0,22.7,-0.73,0.49,-14.7,-0.12,-97,560,0.9978,3.209,-1.16,9.5,0,1.38
0,6.8,1.71,0.02,-60.8,0.072,9,-166,0.96004,4.32,1.08,9.2,-1,1.28
3,5.3,0.22,-0.38,1.4,0.053,247,114,0.9929,3.39,1.88,10.6,-1,2
3,6.5,-0.84,0.28,-48,0.08892,54,700,0.9962,3.33,-1.06,8.9,1,1
7,7.2,-1.05,0.66,2,-0.226,-203,29,0.97201,4.5,0.33,17.1,1,4
4,12.1,0.57,-0.74,2.7,0.034,238,411,0.98135,3.9,1.34,12.8,-1,1
3,16.9,0.32,0.84,32.6,0.041,125,186,0.99235,3.89,0.24,10.2,-1,2
0,7.1,1.76,0.29,1.8,0.08635,-154,709,1.00165,4.08,0.48,6.9,0,1.19
5,6.1,0.17,1.29,-12.9,-0.222,16,-209,0.9917,3.4,0.71,11.5,0,1
0,6,0.37,-0.36,-26.7,0.053,88,150,0.9924,3.21,0.62,16.8,-2,1.15
0,7.9,0.16,0.64,-68.2,0.05,69,210,0.98304,3.15,0.51,7.6,-2,1.19
0,5.6,0.31,0.37,26.5,-0.054,-56,359,0.94808,3.46,-0.14,9.2,-1,1.27
3,12.2,0.4,-0.39,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,0,2
1,18.2,1.515,1.28,8.6,0.048,324,198,1.03777,3.25,0.41,7,-2,1.31
0,2.3,0.25,1.75,14,0.069,42,163,0.97168,2.98,0.47,15.2,-1,1.28
5,18.8,0.25,1.68,67.3,0.562,40,118,0.99064,2.05,-2.13,22.7,0,2
6,-3.4,-1.15,0.3,1.9,0.033,182,142,1.0357,4.57,0.42,14.6,1,3
4,1.6,-0.06,0.3,68.2,0.047,169,160,0.94967,3.52,0.5248,14.8,0,3
5,10.1,0.28,0.28,14.4,0.154,430,610,0.9986,3.12,0.35,8.9,0,1
5,5.7,0.39,-0.81,4.9,0.033,330,113,0.95487,3.42,0.87,14.4,0,3
0,7,0.5,0.14,1.8,0.078,141,96,0.99636,3.25,0.5344,10.4,1,1.11
0,22.7,-0.5,0.58,-47.1,0.287,30,377,1.00143,3.2,2.02,7.5,1,1.65
5,5.6,0.225,0.24,9.8,-0.194,101,215,0.98337,3.17,2.15,10.2,1,1
0,7.3,0.555,-1.44,2.1,0.03313,10,329,0.97653,3.2,1.65,13.9,-1,1.32
3,6.3,0.57,-1.42,1.7,0.066,3,20,1.0169,1.93,0.58,9.4,0,3
2,17.8,0.485,0.29,-20.7,0.526,26.32,101,1.02615,3.01,0.38,12.4,-1,1
4,-3.8,0.47,0.27,-45.6,0.039,214,309,1.01317,3.27,-0.72,9.3,0,2
5,-1.9,0.22,1.9,46.6,-0.314,44,-71,0.94788,1.59,1.43,10.2,1,2.37
5,13.6,-1.03,0.36,1.2,0.321,-43,-75,1.00585,3.89,-1.2,10.4,1,3
4,7.7,0.32,0.61,11,0.041,66,188,0.99794,3,-0.78,9.3,1,2.04
4,0,0.36,0.37,63.3,0.019,284,103,0.99036,3.08,2.06,18.8,-1,3
0,0.1,-0.46,-0.54,58.9,0.093,-216,-354,0.94953,2,0.76,11.6,0,1.48
0,8.8,1.56,1.74,40.6,0.072,7,-54,1.08109,3.15,0.68,8.5,0,1.3
0,8,-0.81,0.28,0.9,-0.397,218,-225,0.97527,3.26,1.5,9.5,0,1
6,6.5,1.75,0.38,2.5,0.047,30,148,0.98964,3.17,-0.92,6.4,2,4
4,-4.8,0.29,0.4,13.6,0.045,-95,143.25,0.9977,3.08,0.59,17.4,0,2
4,6.9,0.29,0.3,8.2,0.026,-215,76,0.96286,4.16,0.5683,11.1205,0,1
3,6.4,0.26,0.25,10.7,0.046,66,18,0.99606,3.17,0.55,9.9,-1,1.63
4,13.9,0.28,0.54,72.7,0.378,82,-90.5,0.9984,3.06,-0.83,9.122,0,2
3,19.2,0.32,0.27,12.9,-0.095,-429,221,1.01973,3.05,1.26,9.4,0,2
4,7.1,0.19,0.26,-17.7,0.398,332,163.81,1.0807,3.06,0.59,14.9,0,1
3,2.9,0.18,1.77,-9,0.032,-149,67,1.00245,3.28,0.57,3.5,0,3
2,8.1,0.61,0.01,3.756,0.074,13,-333,0.99748,2.28,0.65,4.1,-1,1.61
4,15,0.17,-0.14,1.7,0.042,14,61,0.94511,3.22,-1.62,10.8,0,3
6,-0.6,0.105,-0.15,1.1,-0.423,44,140,0.9593,3.17,-1.2,8.7,1,3
3,26.5,0.57,0.83,13.1,0.05,26,60,0.99884,3.05,2.01,12.5,-1,2
4,7.7,0.26,0.51,-22.6,0.045,-152,-7,0.99126,3,0.71,7.8,0,1
0,-3.9,-0.29,-0.38,67.3,0.046,43,145,1.03712,3.19,0.01,13.4,-2,1.35
5,8.1,-0.31,0.36,7.4,0.037,36,156,0.99592,2.08,0.5014,4.3,1,2
3,12.9,1.34,0.44,33.5,0.116,47,182,0.95929,3.48,0.46,2.8,0,3
5,6.6,0.15,0.68,6,0.033,604,128,0.99192,2.48,-0.33,15.4,-1,1
0,16.7,0.66,0.39,3.2,0.083,21,59,0.96787,4.63,1.66,15.1,-1,1.19
3,13.2,-0.16,-0.94,12.8145,0.037,53,160.525,0.9966,5.17,0.04,8.9,-1,1.52
0,0,0.38,1.21,21.8,0.08,24,344,0.97922,2.66,0.85,10,-2,1
4,12.7,0.26,0.47,1.6,0.521,-21,-197,0.9944,2.64,0.18,9.7,1,1
3,7.9,0.93,-1.97,1.7,0.077,44,-281,0.95892,3.29,0.65,8.1,0,1.64
4,6.8,1.78,0.41,2.8,0.038,-163,-95,0.94848,3.09,0.58,12,0,2
3,5.6,-0.14,0.5,11.4,-0.46,-108,-186,0.99428,3.75,2.46,16.3,-1,1
6,8.5,1.26,1.1,28.9,1.048,-42,-305,1.00804,3.1,0.58,11.2,1,2
0,8.4,0.62,0.12,98.1,0.072,38,46,0.99504,3.18,0.89,11.8,-1,2
4,16.3,0.23,0.35,1.2,0.027,312,121,0.992,3.12,0.7384,10.7,0,2
0,7.8,0.57,0.31,1.8,0.531,26,201,1.04,3.3305,-0.36,5.3,0,1
4,10.2,0.27,1.68,-26.7,-0.237,98,175,0.99364,3.05,0.34,8.9,0,2
0,9.3,1.665,-0.72,2,0.096,48,35,0.99738,1.04,0.18,12.5,1,1.32
4,-1.6,0.47,0.37,1.5,0.037,259,109,0.95521,3.38,1.38,9.4,0,2
5,3.4,-0.71,1.56,45.4,0.05,65,498,1.00666,3.11,0.58,10.2,1,2
3,8,0.18,-1.08,7.8295,0.04971,144,145,0.95494,3.23,0.48,11.4,0,1.79
3,7,0.23,-2.71,33.5,0.116,25,408,0.95925,3.32,0.68,9.5,-1,2
4,8.4,0.05,0.3,2.2,-0.406,287,129,0.99085,3.86,0.6692,11.466666667,0,1.92
3,6.9,0.38,0.42,33.1,0.042,37,123,1.03784,2.99,0.56,9.3,0,1
5,6.1,0.28,0.26,-36.5,0.159,101,101,0.98894,1.86,0.41,12.1,1,1
4,1.1,1.64,0.39,3.128,-0.411,2,-94,1.01983,3.15,0.32,12.9,-1,2
5,5.1,0.3,0.35,4.6,0.0411033333333333,32,119.21,0.94455,3.49,0.3889,13.4,0,3
0,4.1,1.09,-1.28,-1.6,-0.033,19,58,1.0002,4.61,0.65,9.3,0,1.26
4,5.9,-0.68,0.28,3.5,0.361,55,-181,1.08327,3.44,0.59,12,0,1
0,8.8,0.91,3.18,1.7,0.952,-136,90.78,0.94671,4.07,-0.05,10.2,0,1
4,8.9,1.08,1.39,6.3,0.035,33,170,1.03777,1.03,-0.74,15.1,0,3
0,9.9,0.57,1.75,-1.745,0.08305,9.09,-191,0.9963,3.09,0.96,10.1,-1,1.17
4,7.6,0.27,0.29,2.5,0.059,37,464,0.99328,3.2997,-0.38,22.2,1,3
3,6.1,0.68,-0.97,1.4,0.404,32,345,0.99022,3.24,0.2151,8.8,-1,1
4,7.7,-0.61,0.18,3.3,-0.027,-249,143,1.04378,3.08,0.51,10.7,0,2
4,7.5,-0.09,-0.41,-61.2,0.13231,-155,101,0.97153,2.6,0.44,12.5,1,1
4,6.3,-0.22,0.26,12.7,0.312,205,143,0.99526,3.26,0.19,4.6,0,1
4,9,0.245,0.38,-83,0.045,52,206,0.9985,2.93,-0.7,11.9,0,1
4,6.9,-1.07,0.25,2.4,0.098,5,16,0.9964,2.8,1.09,10.1,0,3
5,-1.1,-0.37,0.36,18.1,0.047,266,-162,0.99315,4.43,0.6358,10,1,2
3,4.6,1.395,0.67,43.7,0.053,11,178,0.98515,3.79,1.76,11.5,0,3
3,7.4,0.21,0.48,12.067,0.602,61.5,161.87,1.001,2.6,0.34,10.2,0,1
0,11.7,1.59,0.39,78.4,0.069,41.99,259,0.96476,2.81,1.88,9.2,-2,1.34
6,4.9,-0.41,0.32,62.1,-0.422,16,266,0.95684,3.26,0.38,11.5,0,3
6,6.1,-1.58,0.58,-43.8,0.567,112,-171,0.9909,3.3,3.44,12.3,0,2
5,7,0.25,-0.59,112.9,-0.505,102,-92,0.96639,3.16,0.48,11.9,0,3
2,17.4,1.695,1.71,2.4,0.531,10,38,0.99735,2.09,0.64,9.4,-1,1
3,2.4,-1.13,0.28,-32.1,0.032,24,696,0.99168,3.31,0.286,11.5,0,2
0,9.1,0.66,-1.21,57.5,-0.022,-57,409,0.95728,3.28,0.99,10.3,1,1.29
4,6.8,0.31,-0.32,19.82,0.028,158,-202,1.03718,2.2,1.77,6.4,-1,2
3,5.8,0.31,1.63,49.5,0.036,23,-212,0.9916,2.75,0.03,10.5,-1,3
6,-6.2,0.29,0.54,5.7,-0.522,54,282,0.98976,3.0763,0.34,12.9,0,2
3,-1.8,0.2,0.32,1.3,0.604,-151,386,0.99495,2.17,0.52,2.6,-1,1
0,10.2,0.51,0.31,15.1,-0.092,-183,-349,1.0532,3.38,1.83,11.9,0,1.35
3,7.2,0.74,0.71,1.1,-0.186,25,80,0.992,3.67,0.4,6,-1,2
5,7.3,0.21,-0.5,69.8,0.04,109,138.175,0.9994,2.8,0.82,9,0,3
3,-12.3,0.26,0.28,9.4,0.1006,13,362,0.99254,3.17,0.91,5.3,-1,1
0,19.2,1.2,1.77,2.5,0.026,31,85,1.01565,3.94,0.4628,4.6,1,1.37
3,-0.8,0.27,0.33,3.046,0.042,24,375,0.99215,3.35,0.82,10.7,0,2
5,14,0.17,3.63,-13.2265,-0.141,293,382,0.95447,3.68,1.65,11.4,1,3
4,10,-0.27,-0.57,51,0.079,19,394,1.02976,3.17,1.61,10.1,0,1
0,27,0.21,-0.5,2.2,0.075,34,24,0.98882,3.07,0.03,5.8,0,1
4,9.2,0.16,0.49,2,0.09164,18,477,0.98441,3.02,0.53,10.2,2,3
4,11.7,0.225,0.24,-1.8,0.054,71,562,0.98354,3.17,0.39,5,0,1
4,-0.9,1.8,0.69,2.2,-0.216,-35.75,-42,1.00485,3.1175,-2.12,14.4,0,4
5,8.4,1.35,0.56,-34.1,0.379,55,-159,0.96061,2.36,0.58,9.4,1,3
2,11.4,-1.03,0.36,29,0.506,19.9,78,0.9921,1.83,0.7,10.4,-2,2
4,-5.4,0.27,0.02,64,0.2,62,140,0.99237,3.1,0.59,10.1,0,1
3,6.6,0.27,0.41,1.3,0.07235,144,381,0.95719,3.42,0.47,7.9,-1,1
0,-0.9,0.23,0.16,15,0.37,-190,113,0.99178,3.1,0.55,11.9,-1,1.23
4,6.8,0.17,1.2,129.5,0.034,158,-683,0.97608,3.08,0.44,12.6,-1,2
4,14.8,0.4,0.38,-20.1,0.03,40,109,0.99075,4.07,0.46,12.6,0,3
4,5.2,-1.2,0.36,114.2,0.287,46.585,-259,0.9956,3.38,1.07,11.05,1,2
5,8.4,0.77,-1.24,1.4,0.1483,12,471,1.01699,3.25,-1.36,10.9,0,2
3,-1.7,0.44,0.13,25.2,-0.201,309,173,0.95341,3.33,0.48,12.5,-1,2
0,8.1,1.31,2.74,2.6,0.14248,18,167,0.99922,2.02,0.87,10.4,-1,1.3
5,7.1,0.21,0.32,5.884,-0.438,441,33,0.993,3.57,0.57,13.8,0,3
2,6.2,0.27,0.26,12.1,-0.272,43,876,0.98309,3.97,0.51,11.8,-2,1.34
0,9.3,0.84,0.4,-23.9,0.16002,-29.76,8,0.99549,3.23,2.22,15.8,1,1.09
0,6.9,0.1,0.22,44.7,-0.226,25,339,0.94868,3.13,-1.1,11.3,0,1.41
